A1	Codigouf	Codigomunicipio	Nome	A61	A62	A63	A64	A65	A66	A67	A68	A69	A70	A71	A72	A73	A74	A75	A76	A77	A78	A79	A80	A81	A82	A83	A84	A85	A86	A87	A88	A89	A90	A91	A92	A93	A94	A95	A96	A97	A98	A99	A100	A101	A102	A103	A104	A105	A106	A107	A108	A109	A110	A111	A112	A113	A114	A115	A116	A117
2802809	28	2809	INDIAROBA	Sim	Sim	2014	Sim	1989	Sim	Sim	2015	Sim	Sim	2013	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim
2802908	28	2908	ITABAIANA	Sim	Sim	2014	Sim	2009	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Sim
2803005	28	3005	ITABAIANINHA	Sim	Sim	2002	Sim	1982	Sim	Sim	2009	Sim	Sim	2009	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2803104	28	3104	ITABI	Sim	Não	Não soube informar*	Sim	Não soube informar*	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2803203	28	3203	ITAPORANGA D'AJUDA	Sim	Sim	1999	Sim	2009	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
2803302	28	3302	JAPARATUBA	Sim	Sim	2014	Sim	1988	Sim	Sim	Não foi atualizada	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2803401	28	3401	JAPOATA	Não	-	-	Sim	2005	Sim	Sim	Não foi atualizada	Sim	Sim	Não soube informar*	Sim	Não	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2803500	28	3500	LAGARTO	Sim	Sim	2014	Sim	2009	Sim	Sim	2014	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
2803609	28	3609	LARANJEIRAS	Sim	Sim	2001	Sim	2001	Sim	Sim	Não foi atualizada	Sim	Sim	2015	Sim	Não	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2803708	28	3708	MACAMBIRA	Sim	Sim	1997	Sim	1990	Sim	Sim	Não foi atualizada	Sim	Não	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2803807	28	3807	MALHADA DOS BOIS	Sim	Sim	2014	Sim	1975	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2803906	28	3906	MALHADOR	Não	-	-	Sim	Não soube informar*	Não	-	-	Sim	Sim	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2804003	28	4003	MARUIM	Sim	Sim	2014	Sim	2005	Não	-	-	Sim	Sim	2005	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2804102	28	4102	MOITA BONITA	Sim	Sim	2013	Sim	2001	Sim	Sim	2013	Sim	Não	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2804201	28	4201	MONTE ALEGRE DE SERGIPE	Sim	Sim	2014	Sim	2014	Sim	Não	2014	Não	-	-	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2804300	28	4300	MURIBECA	Sim	Sim	2007	Sim	2007	Sim	Sim	Não foi atualizada	Sim	Sim	2010	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2804409	28	4409	NEOPOLIS	Sim	Sim	1997	Sim	2011	Não	-	-	Sim	Sim	2011	Sim	Não	Não	Não	Sim	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2804458	28	4458	NOSSA SENHORA APARECIDA	Sim	Sim	2002	Sim	2002	Sim	Sim	2015	Sim	Não	Não foi atualizado	Sim	Sim	Sim	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2804508	28	4508	NOSSA SENHORA DA GLORIA	Sim	Sim	2010	Sim	2003	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	-	Sim
2804607	28	4607	NOSSA SENHORA DAS DORES	Sim	Sim	2010	Sim	1993	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
2804706	28	4706	NOSSA SENHORA DE LOURDES	Sim	Sim	1999	Sim	1999	Não	-	-	Sim	Sim	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2804805	28	4805	NOSSA SENHORA DO SOCORRO	Sim	Sim	2011	Sim	2011	Não	-	-	Sim	Sim	2011	Sim	Não	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2804904	28	4904	PACATUBA	Sim	Não	2012	Sim	2009	Não	-	-	Sim	Sim	2013	Sim	Não	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2805000	28	5000	PEDRA MOLE	Sim	Sim	2014	Sim	1995	Não	-	-	Sim	Sim	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2805109	28	5109	PEDRINHAS	Sim	Sim	2000	Sim	2009	Não	-	-	Sim	Sim	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2805208	28	5208	PINHAO	Sim	Não	2014	Sim	2000	Sim	Não	Não foi atualizada	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2805307	28	5307	PIRAMBU	Sim	Sim	2009	Sim	2009	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2805406	28	5406	POCO REDONDO	Sim	Sim	2010	Sim	1995	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2805505	28	5505	POCO VERDE	Sim	Sim	2003	Sim	2002	Não	-	-	Sim	Sim	2014	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
2805604	28	5604	PORTO DA FOLHA	Sim	Sim	2008	Sim	2001	Sim	Sim	Não foi atualizada	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Sim	Sim
2805703	28	5703	PROPRIA	Sim	Sim	2003	Sim	1987	Sim	Sim	2014	Sim	Sim	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não sabe informar	Sim
2805802	28	5802	RIACHAO DO DANTAS	Sim	Sim	2014	Sim	2012	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2805901	28	5901	RIACHUELO	Sim	Sim	2008	Sim	2008	Não	-	-	Sim	Sim	2008	Sim	Não	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2806008	28	6008	RIBEIROPOLIS	Sim	Sim	2005	Sim	1981	Sim	Sim	2005	Sim	Sim	2005	Sim	Não	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2806107	28	6107	ROSARIO DO CATETE	Sim	Sim	2015	Sim	2001	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2806206	28	6206	SALGADO	Sim	Sim	2011	Sim	2003	Sim	Não	2014	Sim	Não	2014	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não sabe informar	Não
2806305	28	6305	SANTA LUZIA DO ITANHY	Sim	Sim	2001	Sim	2001	Sim	Não	Não foi atualizada	Sim	Sim	2001	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2806404	28	6404	SANTANA DO SAO FRANCISCO	Sim	Sim	2009	Sim	2009	Sim	Sim	2009	Sim	Sim	2009	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2806503	28	6503	SANTA ROSA DE LIMA	Sim	Sim	2012	Sim	1972	Não	-	-	Sim	Sim	2012	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	Não	Sim	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não sabe informar	Sim
2806602	28	6602	SANTO AMARO DAS BROTAS	Sim	Sim	2005	Sim	2014	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2806701	28	6701	SAO CRISTOVAO	Sim	Sim	2007	Sim	1988	Sim	Sim	2013	Sim	Sim	2014	Sim	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	-	Não
2806800	28	6800	SAO DOMINGOS	Sim	Sim	2013	Sim	1997	Não	-	-	Sim	Sim	1997	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2806909	28	6909	SAO FRANCISCO	Sim	Sim	Não soube informar*	Sim	2009	Sim	Não	2009	Sim	Sim	2015	Sim	Não	Não	Não	Não	Não	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2807006	28	7006	SAO MIGUEL DO ALEIXO	Sim	Sim	2010	Sim	2000	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2807105	28	7105	SIMAO DIAS	Sim	Sim	2014	Sim	2000	Sim	Sim	Não foi atualizada	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2807204	28	7204	SIRIRI	Sim	Sim	2004	Sim	2002	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2807303	28	7303	TELHA	Sim	Sim	2001	Sim	1997	Não	-	-	Sim	Sim	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2807402	28	7402	TOBIAS BARRETO	Sim	Sim	2015	Sim	2004	Sim	Sim	2015	Sim	Sim	2014	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
2807501	28	7501	TOMAR DO GERU	Sim	Sim	2014	Sim	2004	Sim	Sim	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2807600	28	7600	UMBAUBA	Sim	Sim	2011	Sim	2010	Não	-	-	Sim	Sim	2014	Não cobra nenhuma taxa	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Não	Não sabe informar
2900108	29	108	ABAIRA	Sim	Sim	2009	Sim	2003	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim
2900207	29	207	ABARE	Sim	Sim	2005	Sim	2000	Não	-	-	Sim	Sim	Não foi atualizado	Sim	Sim	Sim	Não	Sim	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2900306	29	306	ACAJUTIBA	Sim	Sim	2011	Sim	1990	Não	-	-	Sim	Não	Não foi atualizado	Não cobra nenhuma taxa	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2900355	29	355	ADUSTINA	Sim	Sim	2015	Sim	2015	Não	-	-	Sim	Sim	2015	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2900405	29	405	AGUA FRIA	Sim	Sim	2000	Sim	1993	Sim	Sim	Não foi atualizada	Sim	Sim	2013	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não
2900504	29	504	ERICO CARDOSO	Sim	Sim	2015	Sim	2001	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
2900603	29	603	AIQUARA	Sim	Sim	2005	Sim	1992	Sim	Não	2005	Sim	Não	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
2900702	29	702	ALAGOINHAS	Sim	Sim	2003	Sim	2001	Sim	Sim	2013	Sim	Sim	2003	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Sim	Sim	Não
2900801	29	801	ALCOBACA	Sim	Sim	2010	Sim	2013	Sim	Não	Não foi atualizada	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Nenhum empreendimento	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2900900	29	900	ALMADINA	Sim	Sim	2014	Sim	2002	Não	-	-	Não	-	-	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2901007	29	1007	AMARGOSA	Sim	Sim	1995	Sim	2009	Sim	Sim	2010	Sim	Sim	2011	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2901106	29	1106	AMELIA RODRIGUES	Sim	Sim	2013	Sim	1983	Sim	Sim	2013	Sim	Sim	2015	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2901155	29	1155	AMERICA DOURADA	Sim	Sim	2013	Sim	2012	Sim	Sim	2013	Sim	Sim	2013	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim
2901205	29	1205	ANAGE	Sim	Sim	2014	Sim	1990	Não	-	-	Sim	Sim	2014	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Sim
2901304	29	1304	ANDARAI	Sim	Sim	2015	Sim	2013	Sim	Sim	2015	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Nenhum empreendimento	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	-	Sim
2901353	29	1353	ANDORINHA	Sim	Não	2015	Sim	2009	Sim	Sim	2009	Sim	Sim	Não foi atualizado	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Não
2901403	29	1403	ANGICAL	Sim	Sim	2014	Sim	2003	Não	-	-	Sim	Sim	2013	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2901502	29	1502	ANGUERA	Sim	Sim	2014	Sim	2001	Sim	Sim	2015	Sim	Sim	2015	Sim	Sim	Não	Não	Não	Não	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	-	Não sabe informar
2901601	29	1601	ANTAS	Sim	Não	1989	Sim	2012	Sim	Não	2012	Sim	Não	Não foi atualizado	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Sim
2901700	29	1700	ANTONIO CARDOSO	Sim	Sim	2014	Sim	2005	Sim	Sim	2013	Sim	Sim	2013	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2901809	29	1809	ANTONIO GONCALVES	Sim	Sim	2008	Sim	2001	Sim	Sim	2008	Sim	Sim	2001	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2901908	29	1908	APORA	Sim	Sim	2008	Sim	2005	Sim	Sim	2008	Sim	Sim	2005	Sim	Sim	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não
2901957	29	1957	APUAREMA	Sim	Sim	2014	Sim	2004	Sim	Sim	Não foi atualizada	Sim	Sim	2014	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Nenhum empreendimento	-	-	-	-	-	-	Não	-	Não
2902005	29	2005	ARACATU	Sim	Sim	2013	Sim	2001	Sim	Sim	2013	Sim	Sim	2013	Sim	Não	Não	Não	Não	Sim	Não	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	Não	-	Não sabe informar
