A1	A199	A200	A201	A202	A203	A204
4210852	Sul	42	SC	MIRIM DOCE	1 - Até 5000	2424
4210902	Sul	42	SC	MODELO	1 - Até 5000	4169
4211009	Sul	42	SC	MONDAI	3 - 10001 até 20000	11189
4211058	Sul	42	SC	MONTE CARLO	2 - 5001 até 10000	9695
4211108	Sul	42	SC	MONTE CASTELO	2 - 5001 até 10000	8475
4211207	Sul	42	SC	MORRO DA FUMACA	3 - 10001 até 20000	17213
4211256	Sul	42	SC	MORRO GRANDE	1 - Até 5000	2921
4211306	Sul	42	SC	NAVEGANTES	5 - 50001 até 100000	72772
4211405	Sul	42	SC	NOVA ERECHIM	1 - Até 5000	4729
4211454	Sul	42	SC	NOVA ITABERABA	1 - Até 5000	4339
4211504	Sul	42	SC	NOVA TRENTO	3 - 10001 até 20000	13621
4211603	Sul	42	SC	NOVA VENEZA	3 - 10001 até 20000	14470
4211652	Sul	42	SC	NOVO HORIZONTE	1 - Até 5000	2606
4211702	Sul	42	SC	ORLEANS	4 - 20001 até 50000	22449
4211751	Sul	42	SC	OTACILIO COSTA	3 - 10001 até 20000	17835
4211801	Sul	42	SC	OURO	2 - 5001 até 10000	7399
4211850	Sul	42	SC	OURO VERDE	1 - Até 5000	2263
4211876	Sul	42	SC	PAIAL	1 - Até 5000	1637
4211892	Sul	42	SC	PAINEL	1 - Até 5000	2381
4211900	Sul	42	SC	PALHOCA	6 - 100001 até 500000	157833
4212007	Sul	42	SC	PALMA SOLA	2 - 5001 até 10000	7652
4212056	Sul	42	SC	PALMEIRA	1 - Até 5000	2537
4212106	Sul	42	SC	PALMITOS	3 - 10001 até 20000	16262
4212205	Sul	42	SC	PAPANDUVA	3 - 10001 até 20000	18793
4212239	Sul	42	SC	PARAISO	1 - Até 5000	3763
4212254	Sul	42	SC	PASSO DE TORRES	2 - 5001 até 10000	7912
4212270	Sul	42	SC	PASSOS MAIA	1 - Até 5000	4314
4212304	Sul	42	SC	PAULO LOPES	2 - 5001 até 10000	7203
4212403	Sul	42	SC	PEDRAS GRANDES	1 - Até 5000	4068
4212502	Sul	42	SC	PENHA	4 - 20001 até 50000	29493
4212601	Sul	42	SC	PERITIBA	1 - Até 5000	2906
4212650	Sul	42	SC	PESCARIA BRAVA	2 - 5001 até 10000	9835
4212700	Sul	42	SC	PETROLANDIA	2 - 5001 até 10000	6080
4212809	Sul	42	SC	BALNEARIO PICARRAS	4 - 20001 até 50000	20617
4212908	Sul	42	SC	PINHALZINHO	3 - 10001 até 20000	18696
4213005	Sul	42	SC	PINHEIRO PRETO	1 - Até 5000	3396
4213104	Sul	42	SC	PIRATUBA	1 - Até 5000	4316
4213153	Sul	42	SC	PLANALTO ALEGRE	1 - Até 5000	2803
4213203	Sul	42	SC	POMERODE	4 - 20001 até 50000	31181
4213302	Sul	42	SC	PONTE ALTA	1 - Até 5000	4825
4213351	Sul	42	SC	PONTE ALTA DO NORTE	1 - Até 5000	3397
4213401	Sul	42	SC	PONTE SERRADA	3 - 10001 até 20000	11452
4213500	Sul	42	SC	PORTO BELO	3 - 10001 até 20000	19189
4213609	Sul	42	SC	PORTO UNIAO	4 - 20001 até 50000	34882
4213708	Sul	42	SC	POUSO REDONDO	3 - 10001 até 20000	16424
4213807	Sul	42	SC	PRAIA GRANDE	2 - 5001 até 10000	7370
4213906	Sul	42	SC	PRESIDENTE CASTELLO BRANCO	1 - Até 5000	1650
4214003	Sul	42	SC	PRESIDENTE GETULIO	3 - 10001 até 20000	16474
4214102	Sul	42	SC	PRESIDENTE NEREU	1 - Até 5000	2309
4214151	Sul	42	SC	PRINCESA	1 - Até 5000	2877
4214201	Sul	42	SC	QUILOMBO	3 - 10001 até 20000	10149
4214300	Sul	42	SC	RANCHO QUEIMADO	1 - Até 5000	2849
4214409	Sul	42	SC	RIO DAS ANTAS	2 - 5001 até 10000	6246
4214508	Sul	42	SC	RIO DO CAMPO	2 - 5001 até 10000	6113
4214607	Sul	42	SC	RIO DO OESTE	2 - 5001 até 10000	7392
4214706	Sul	42	SC	RIO DOS CEDROS	3 - 10001 até 20000	11157
4214805	Sul	42	SC	RIO DO SUL	5 - 50001 até 100000	67237
4214904	Sul	42	SC	RIO FORTUNA	1 - Até 5000	4582
4215000	Sul	42	SC	RIO NEGRINHO	4 - 20001 até 50000	41602
4215059	Sul	42	SC	RIO RUFINO	1 - Até 5000	2485
4215075	Sul	42	SC	RIQUEZA	1 - Até 5000	4740
4215109	Sul	42	SC	RODEIO	3 - 10001 até 20000	11380
4215208	Sul	42	SC	ROMELANDIA	2 - 5001 até 10000	5220
4215307	Sul	42	SC	SALETE	2 - 5001 até 10000	7594
4215356	Sul	42	SC	SALTINHO	1 - Até 5000	3897
4215406	Sul	42	SC	SALTO VELOSO	1 - Até 5000	4576
4215455	Sul	42	SC	SANGAO	3 - 10001 até 20000	11767
4215505	Sul	42	SC	SANTA CECILIA	3 - 10001 até 20000	16510
4215554	Sul	42	SC	SANTA HELENA	1 - Até 5000	2309
4215604	Sul	42	SC	SANTA ROSA DE LIMA	1 - Até 5000	2128
4215653	Sul	42	SC	SANTA ROSA DO SUL	2 - 5001 até 10000	8309
4215679	Sul	42	SC	SANTA TEREZINHA	2 - 5001 até 10000	8864
4215687	Sul	42	SC	SANTA TEREZINHA DO PROGRESSO	1 - Até 5000	2666
4215695	Sul	42	SC	SANTIAGO DO SUL	1 - Até 5000	1365
4215703	Sul	42	SC	SANTO AMARO DA IMPERATRIZ	4 - 20001 até 50000	21920
4215752	Sul	42	SC	SAO BERNARDINO	1 - Até 5000	2545
4215802	Sul	42	SC	SAO BENTO DO SUL	5 - 50001 até 100000	80936
4215901	Sul	42	SC	SAO BONIFACIO	1 - Até 5000	2944
4216008	Sul	42	SC	SAO CARLOS	3 - 10001 até 20000	10944
4216057	Sul	42	SC	SAO CRISTOVAO DO SUL	2 - 5001 até 10000	5360
4216107	Sul	42	SC	SAO DOMINGOS	2 - 5001 até 10000	9516
4216206	Sul	42	SC	SAO FRANCISCO DO SUL	4 - 20001 até 50000	48606
4216255	Sul	42	SC	SAO JOAO DO OESTE	2 - 5001 até 10000	6260
4216305	Sul	42	SC	SAO JOAO BATISTA	4 - 20001 até 50000	32720
4216354	Sul	42	SC	SAO JOAO DO ITAPERIU	1 - Até 5000	3634
4216404	Sul	42	SC	SAO JOAO DO SUL	2 - 5001 até 10000	7226
4216503	Sul	42	SC	SAO JOAQUIM	4 - 20001 até 50000	26247
4216602	Sul	42	SC	SAO JOSE	6 - 100001 até 500000	232309
4216701	Sul	42	SC	SAO JOSE DO CEDRO	3 - 10001 até 20000	13901
4216800	Sul	42	SC	SAO JOSE DO CERRITO	2 - 5001 até 10000	8823
4216909	Sul	42	SC	SAO LOURENCO DO OESTE	4 - 20001 até 50000	23245
4217006	Sul	42	SC	SAO LUDGERO	3 - 10001 até 20000	12441
4217105	Sul	42	SC	SAO MARTINHO	1 - Até 5000	3224
4217154	Sul	42	SC	SAO MIGUEL DA BOA VISTA	1 - Até 5000	1872
4217204	Sul	42	SC	SAO MIGUEL DO OESTE	4 - 20001 até 50000	38984
4217253	Sul	42	SC	SAO PEDRO DE ALCANTARA	2 - 5001 até 10000	5373
4217303	Sul	42	SC	SAUDADES	2 - 5001 até 10000	9524
4217402	Sul	42	SC	SCHROEDER	3 - 10001 até 20000	18827
4217501	Sul	42	SC	SEARA	3 - 10001 até 20000	17439
4217550	Sul	42	SC	SERRA ALTA	1 - Até 5000	3312
4217600	Sul	42	SC	SIDEROPOLIS	3 - 10001 até 20000	13686
4217709	Sul	42	SC	SOMBRIO	4 - 20001 até 50000	28966
4217758	Sul	42	SC	SUL BRASIL	1 - Até 5000	2624
4217808	Sul	42	SC	TAIO	3 - 10001 até 20000	18060
4217907	Sul	42	SC	TANGARA	2 - 5001 até 10000	8757
4217956	Sul	42	SC	TIGRINHOS	1 - Até 5000	1720
4218004	Sul	42	SC	TIJUCAS	4 - 20001 até 50000	35402
4218103	Sul	42	SC	TIMBE DO SUL	2 - 5001 até 10000	5382
4218202	Sul	42	SC	TIMBO	4 - 20001 até 50000	41283
4218251	Sul	42	SC	TIMBO GRANDE	2 - 5001 até 10000	7632
4218301	Sul	42	SC	TRES BARRAS	3 - 10001 até 20000	18945
4218350	Sul	42	SC	TREVISO	1 - Até 5000	3785
4218400	Sul	42	SC	TREZE DE MAIO	2 - 5001 até 10000	7067
4218509	Sul	42	SC	TREZE TILIAS	2 - 5001 até 10000	7237
4218608	Sul	42	SC	TROMBUDO CENTRAL	2 - 5001 até 10000	7057
4218707	Sul	42	SC	TUBARAO	6 - 100001 até 500000	102883
4218756	Sul	42	SC	TUNAPOLIS	1 - Até 5000	4628
4218806	Sul	42	SC	TURVO	3 - 10001 até 20000	12551
4218855	Sul	42	SC	UNIAO DO OESTE	1 - Até 5000	2700
4218905	Sul	42	SC	URUBICI	3 - 10001 até 20000	11102
4218954	Sul	42	SC	URUPEMA	1 - Até 5000	2497
4219002	Sul	42	SC	URUSSANGA	4 - 20001 até 50000	21003
4219101	Sul	42	SC	VARGEAO	1 - Até 5000	3590
4219150	Sul	42	SC	VARGEM	1 - Até 5000	2630
4219176	Sul	42	SC	VARGEM BONITA	1 - Até 5000	4674
4219200	Sul	42	SC	VIDAL RAMOS	2 - 5001 até 10000	6366
4219309	Sul	42	SC	VIDEIRA	5 - 50001 até 100000	50926
4219358	Sul	42	SC	VITOR MEIRELES	2 - 5001 até 10000	5123
4219408	Sul	42	SC	WITMARSUM	1 - Até 5000	3841
4219507	Sul	42	SC	XANXERE	4 - 20001 até 50000	48370
4219606	Sul	42	SC	XAVANTINA	1 - Até 5000	4067
4219705	Sul	42	SC	XAXIM	4 - 20001 até 50000	27630
4219853	Sul	42	SC	ZORTEA	1 - Até 5000	3227
4220000	Sul	42	SC	BALNEARIO RINCAO	3 - 10001 até 20000	12018
4300034	Sul	43	RS	ACEGUA	1 - Até 5000	4702
4300059	Sul	43	RS	AGUA SANTA	1 - Até 5000	3840
4300109	Sul	43	RS	AGUDO	3 - 10001 até 20000	17120
4300208	Sul	43	RS	AJURICABA	2 - 5001 até 10000	7387
4300307	Sul	43	RS	ALECRIM	2 - 5001 até 10000	6865
4300406	Sul	43	RS	ALEGRETE	5 - 50001 até 100000	78499
4300455	Sul	43	RS	ALEGRIA	1 - Até 5000	4135
4300471	Sul	43	RS	ALMIRANTE TAMANDARE DO SUL	1 - Até 5000	2091
4300505	Sul	43	RS	ALPESTRE	2 - 5001 até 10000	7640
4300554	Sul	43	RS	ALTO ALEGRE	1 - Até 5000	1828
4300570	Sul	43	RS	ALTO FELIZ	1 - Até 5000	3025
4300604	Sul	43	RS	ALVORADA	6 - 100001 até 500000	206561
4300638	Sul	43	RS	AMARAL FERRADOR	2 - 5001 até 10000	6778
4300646	Sul	43	RS	AMETISTA DO SUL	2 - 5001 até 10000	7569
4300661	Sul	43	RS	ANDRE DA ROCHA	1 - Até 5000	1293
4300703	Sul	43	RS	ANTA GORDA	2 - 5001 até 10000	6222
4300802	Sul	43	RS	ANTONIO PRADO	3 - 10001 até 20000	13285
4300851	Sul	43	RS	ARAMBARE	1 - Até 5000	3762
4300877	Sul	43	RS	ARARICA	2 - 5001 até 10000	5301
4300901	Sul	43	RS	ARATIBA	2 - 5001 até 10000	6641
4301008	Sul	43	RS	ARROIO DO MEIO	4 - 20001 até 50000	20045
4301057	Sul	43	RS	ARROIO DO SAL	2 - 5001 até 10000	8785
4301073	Sul	43	RS	ARROIO DO PADRE	1 - Até 5000	2883
4301107	Sul	43	RS	ARROIO DOS RATOS	3 - 10001 até 20000	14197
4301206	Sul	43	RS	ARROIO DO TIGRE	3 - 10001 até 20000	13316
4301305	Sul	43	RS	ARROIO GRANDE	3 - 10001 até 20000	18949
4301404	Sul	43	RS	ARVOREZINHA	3 - 10001 até 20000	10595
4301503	Sul	43	RS	AUGUSTO PESTANA	2 - 5001 até 10000	7145
4301552	Sul	43	RS	AUREA	1 - Até 5000	3732
4301602	Sul	43	RS	BAGE	6 - 100001 até 500000	121749
4301636	Sul	43	RS	BALNEARIO PINHAL	3 - 10001 até 20000	12305
4301651	Sul	43	RS	BARAO	2 - 5001 até 10000	6061
4301701	Sul	43	RS	BARAO DE COTEGIPE	2 - 5001 até 10000	6754
4301750	Sul	43	RS	BARAO DO TRIUNFO	2 - 5001 até 10000	7388
4301800	Sul	43	RS	BARRACAO	2 - 5001 até 10000	5485
4301859	Sul	43	RS	BARRA DO GUARITA	1 - Até 5000	3236
4301875	Sul	43	RS	BARRA DO QUARAI	1 - Até 5000	4201
4301909	Sul	43	RS	BARRA DO RIBEIRO	3 - 10001 até 20000	13263
4301925	Sul	43	RS	BARRA DO RIO AZUL	1 - Até 5000	1952
4301958	Sul	43	RS	BARRA FUNDA	1 - Até 5000	2497
4302006	Sul	43	RS	BARROS CASSAL	3 - 10001 até 20000	11482
4302055	Sul	43	RS	BENJAMIN CONSTANT DO SUL	1 - Até 5000	2264
4302105	Sul	43	RS	BENTO GONCALVES	6 - 100001 até 500000	113287
4302154	Sul	43	RS	BOA VISTA DAS MISSOES	1 - Até 5000	2170
4302204	Sul	43	RS	BOA VISTA DO BURICA	2 - 5001 até 10000	6815
4302220	Sul	43	RS	BOA VISTA DO CADEADO	1 - Até 5000	2523
4302238	Sul	43	RS	BOA VISTA DO INCRA	1 - Até 5000	2559
4302253	Sul	43	RS	BOA VISTA DO SUL	1 - Até 5000	2859
4302303	Sul	43	RS	BOM JESUS	3 - 10001 até 20000	11797
4302352	Sul	43	RS	BOM PRINCIPIO	3 - 10001 até 20000	12932
4302378	Sul	43	RS	BOM PROGRESSO	1 - Até 5000	2261
4302402	Sul	43	RS	BOM RETIRO DO SUL	3 - 10001 até 20000	12110
4302451	Sul	43	RS	BOQUEIRAO DO LEAO	2 - 5001 até 10000	7912
4302501	Sul	43	RS	BOSSOROCA	2 - 5001 até 10000	6873
4302584	Sul	43	RS	BOZANO	1 - Até 5000	2238
4302600	Sul	43	RS	BRAGA	1 - Até 5000	3688
4302659	Sul	43	RS	BROCHIER	1 - Até 5000	4952
4302709	Sul	43	RS	BUTIA	4 - 20001 até 50000	21192
4302808	Sul	43	RS	CACAPAVA DO SUL	4 - 20001 até 50000	34654
4302907	Sul	43	RS	CACEQUI	3 - 10001 até 20000	13685
4303004	Sul	43	RS	CACHOEIRA DO SUL	5 - 50001 até 100000	85712
4303103	Sul	43	RS	CACHOEIRINHA	6 - 100001 até 500000	125975
4303202	Sul	43	RS	CACIQUE DOBLE	2 - 5001 até 10000	5080
4303301	Sul	43	RS	CAIBATE	2 - 5001 até 10000	5058
4303400	Sul	43	RS	CAICARA	2 - 5001 até 10000	5104
4303509	Sul	43	RS	CAMAQUA	5 - 50001 até 100000	65835
4303558	Sul	43	RS	CAMARGO	1 - Até 5000	2718
4303608	Sul	43	RS	CAMBARA DO SUL	2 - 5001 até 10000	6695
4303673	Sul	43	RS	CAMPESTRE DA SERRA	1 - Até 5000	3392
4303707	Sul	43	RS	CAMPINA DAS MISSOES	2 - 5001 até 10000	6070
4303806	Sul	43	RS	CAMPINAS DO SUL	2 - 5001 até 10000	5649
4303905	Sul	43	RS	CAMPO BOM	5 - 50001 até 100000	64171
4304002	Sul	43	RS	CAMPO NOVO	2 - 5001 até 10000	5276
4304101	Sul	43	RS	CAMPOS BORGES	1 - Até 5000	3535
4304200	Sul	43	RS	CANDELARIA	4 - 20001 até 50000	31476
4304309	Sul	43	RS	CANDIDO GODOI	2 - 5001 até 10000	6608
4304358	Sul	43	RS	CANDIOTA	2 - 5001 até 10000	9315
4304408	Sul	43	RS	CANELA	4 - 20001 até 50000	42411
4304507	Sul	43	RS	CANGUCU	5 - 50001 até 100000	55801
4304606	Sul	43	RS	CANOAS	6 - 100001 até 500000	341343
4304614	Sul	43	RS	CANUDOS DO VALE	1 - Até 5000	1828
4304622	Sul	43	RS	CAPAO BONITO DO SUL	1 - Até 5000	1770
4304630	Sul	43	RS	CAPAO DA CANOA	4 - 20001 até 50000	47148
4304655	Sul	43	RS	CAPAO DO CIPO	1 - Até 5000	3387
4304663	Sul	43	RS	CAPAO DO LEAO	4 - 20001 até 50000	25382
4304671	Sul	43	RS	CAPIVARI DO SUL	1 - Até 5000	4275
4304689	Sul	43	RS	CAPELA DE SANTANA	3 - 10001 até 20000	11289
4304697	Sul	43	RS	CAPITAO	1 - Até 5000	2756
4304705	Sul	43	RS	CARAZINHO	5 - 50001 até 100000	62039
4304713	Sul	43	RS	CARAA	2 - 5001 até 10000	7863
4304804	Sul	43	RS	CARLOS BARBOSA	4 - 20001 até 50000	27565
4304853	Sul	43	RS	CARLOS GOMES	1 - Até 5000	1574
4304903	Sul	43	RS	CASCA	2 - 5001 até 10000	9038
4304952	Sul	43	RS	CASEIROS	1 - Até 5000	3163
4305009	Sul	43	RS	CATUIPE	2 - 5001 até 10000	9402
4305108	Sul	43	RS	CAXIAS DO SUL	6 - 100001 até 500000	474853
4305116	Sul	43	RS	CENTENARIO	1 - Até 5000	3026
4305124	Sul	43	RS	CERRITO	2 - 5001 até 10000	6481
4305132	Sul	43	RS	CERRO BRANCO	1 - Até 5000	4668
4305157	Sul	43	RS	CERRO GRANDE	1 - Até 5000	2450
4305173	Sul	43	RS	CERRO GRANDE DO SUL	3 - 10001 até 20000	11263
4305207	Sul	43	RS	CERRO LARGO	3 - 10001 até 20000	13976
4305306	Sul	43	RS	CHAPADA	2 - 5001 até 10000	9613
4305355	Sul	43	RS	CHARQUEADAS	4 - 20001 até 50000	38281
4305371	Sul	43	RS	CHARRUA	1 - Até 5000	3505
4305405	Sul	43	RS	CHIAPETTA	1 - Até 5000	4061
4305439	Sul	43	RS	CHUI	2 - 5001 até 10000	6368
4305447	Sul	43	RS	CHUVISCA	2 - 5001 até 10000	5264
4305454	Sul	43	RS	CIDREIRA	3 - 10001 até 20000	14301
4305504	Sul	43	RS	CIRIACO	2 - 5001 até 10000	5005
4305587	Sul	43	RS	COLINAS	1 - Até 5000	2498
4305603	Sul	43	RS	COLORADO	1 - Até 5000	3522
4305702	Sul	43	RS	CONDOR	2 - 5001 até 10000	6815
4305801	Sul	43	RS	CONSTANTINA	3 - 10001 até 20000	10094
4305835	Sul	43	RS	COQUEIRO BAIXO	1 - Até 5000	1562
4305850	Sul	43	RS	COQUEIROS DO SUL	1 - Até 5000	2476
4305871	Sul	43	RS	CORONEL BARROS	1 - Até 5000	2553
4305900	Sul	43	RS	CORONEL BICACO	2 - 5001 até 10000	7827
4305934	Sul	43	RS	CORONEL PILAR	1 - Até 5000	1740
4305959	Sul	43	RS	COTIPORA	1 - Até 5000	4009
4305975	Sul	43	RS	COXILHA	1 - Até 5000	2885
4306007	Sul	43	RS	CRISSIUMAL	3 - 10001 até 20000	14273
4306056	Sul	43	RS	CRISTAL	2 - 5001 até 10000	7750
4306072	Sul	43	RS	CRISTAL DO SUL	1 - Até 5000	2917
4306106	Sul	43	RS	CRUZ ALTA	5 - 50001 até 100000	63776
4306130	Sul	43	RS	CRUZALTENSE	1 - Até 5000	2096
4306205	Sul	43	RS	CRUZEIRO DO SUL	3 - 10001 até 20000	12169
4306304	Sul	43	RS	DAVID CANABARRO	1 - Até 5000	4840
4306320	Sul	43	RS	DERRUBADAS	1 - Até 5000	3148
4306353	Sul	43	RS	DEZESSEIS DE NOVEMBRO	1 - Até 5000	2795
4306379	Sul	43	RS	DILERMANDO DE AGUIAR	1 - Até 5000	3136
4306403	Sul	43	RS	DOIS IRMAOS	4 - 20001 até 50000	30175
4306429	Sul	43	RS	DOIS IRMAOS DAS MISSOES	1 - Até 5000	2174
4306452	Sul	43	RS	DOIS LAJEADOS	1 - Até 5000	3417
4306502	Sul	43	RS	DOM FELICIANO	3 - 10001 até 20000	15165
4306551	Sul	43	RS	DOM PEDRO DE ALCANTARA	1 - Até 5000	2619
4306601	Sul	43	RS	DOM PEDRITO	4 - 20001 até 50000	39886
4306700	Sul	43	RS	DONA FRANCISCA	1 - Até 5000	3374
4306734	Sul	43	RS	DOUTOR MAURICIO CARDOSO	2 - 5001 até 10000	5200
4306759	Sul	43	RS	DOUTOR RICARDO	1 - Até 5000	2076
4306767	Sul	43	RS	ELDORADO DO SUL	4 - 20001 até 50000	37794
4306809	Sul	43	RS	ENCANTADO	4 - 20001 até 50000	21883
4306908	Sul	43	RS	ENCRUZILHADA DO SUL	4 - 20001 até 50000	25726
4306924	Sul	43	RS	ENGENHO VELHO	1 - Até 5000	1397
4306932	Sul	43	RS	ENTRE-IJUIS	2 - 5001 até 10000	9037
4306957	Sul	43	RS	ENTRE RIOS DO SUL	1 - Até 5000	3069
4306973	Sul	43	RS	EREBANGO	1 - Até 5000	3064
4307005	Sul	43	RS	ERECHIM	6 - 100001 até 500000	102345
4307054	Sul	43	RS	ERNESTINA	1 - Até 5000	3207
4307104	Sul	43	RS	HERVAL	2 - 5001 até 10000	6975
4307203	Sul	43	RS	ERVAL GRANDE	2 - 5001 até 10000	5207
4307302	Sul	43	RS	ERVAL SECO	2 - 5001 até 10000	7773
4307401	Sul	43	RS	ESMERALDA	1 - Até 5000	3301
4307450	Sul	43	RS	ESPERANCA DO SUL	1 - Até 5000	3245
4307500	Sul	43	RS	ESPUMOSO	3 - 10001 até 20000	15809
4307559	Sul	43	RS	ESTACAO	2 - 5001 até 10000	6169
4307609	Sul	43	RS	ESTANCIA VELHA	4 - 20001 até 50000	46444
4307708	Sul	43	RS	ESTEIO	5 - 50001 até 100000	83984
4307807	Sul	43	RS	ESTRELA	4 - 20001 até 50000	32748
4307815	Sul	43	RS	ESTRELA VELHA	1 - Até 5000	3743
4307831	Sul	43	RS	EUGENIO DE CASTRO	1 - Até 5000	2744
4307864	Sul	43	RS	FAGUNDES VARELA	1 - Até 5000	2708
4307906	Sul	43	RS	FARROUPILHA	5 - 50001 até 100000	68562
4308003	Sul	43	RS	FAXINAL DO SOTURNO	2 - 5001 até 10000	6869
4308052	Sul	43	RS	FAXINALZINHO	1 - Até 5000	2553
4308078	Sul	43	RS	FAZENDA VILANOVA	1 - Até 5000	4099
4308102	Sul	43	RS	FELIZ	3 - 10001 até 20000	13140
4308201	Sul	43	RS	FLORES DA CUNHA	4 - 20001 até 50000	29196
4308250	Sul	43	RS	FLORIANO PEIXOTO	1 - Até 5000	1988
4308300	Sul	43	RS	FONTOURA XAVIER	3 - 10001 até 20000	10888
4308409	Sul	43	RS	FORMIGUEIRO	2 - 5001 até 10000	7096
4308433	Sul	43	RS	FORQUETINHA	1 - Até 5000	2528
4308458	Sul	43	RS	FORTALEZA DOS VALOS	1 - Até 5000	4619
4308508	Sul	43	RS	FREDERICO WESTPHALEN	4 - 20001 até 50000	30558
4308607	Sul	43	RS	GARIBALDI	4 - 20001 até 50000	33131
4308656	Sul	43	RS	GARRUCHOS	1 - Até 5000	3219
4308706	Sul	43	RS	GAURAMA	2 - 5001 até 10000	5918
4308805	Sul	43	RS	GENERAL CAMARA	2 - 5001 até 10000	8673
4308854	Sul	43	RS	GENTIL	1 - Até 5000	1711
4308904	Sul	43	RS	GETULIO VARGAS	3 - 10001 até 20000	16647
4309001	Sul	43	RS	GIRUA	3 - 10001 até 20000	17198
4309050	Sul	43	RS	GLORINHA	2 - 5001 até 10000	7518
4309100	Sul	43	RS	GRAMADO	4 - 20001 até 50000	34605
4309126	Sul	43	RS	GRAMADO DOS LOUREIROS	1 - Até 5000	2270
4309159	Sul	43	RS	GRAMADO XAVIER	1 - Até 5000	4212
4309209	Sul	43	RS	GRAVATAI	6 - 100001 até 500000	272257
4309258	Sul	43	RS	GUABIJU	1 - Até 5000	1612
4309308	Sul	43	RS	GUAIBA	5 - 50001 até 100000	99029
4309407	Sul	43	RS	GUAPORE	4 - 20001 até 50000	24509
4309506	Sul	43	RS	GUARANI DAS MISSOES	2 - 5001 até 10000	8150
4309555	Sul	43	RS	HARMONIA	1 - Até 5000	4595
4309571	Sul	43	RS	HERVEIRAS	1 - Até 5000	3063
4309605	Sul	43	RS	HORIZONTINA	3 - 10001 até 20000	19232
4309654	Sul	43	RS	HULHA NEGRA	2 - 5001 até 10000	6478
4309704	Sul	43	RS	HUMAITA	2 - 5001 até 10000	5008
4309753	Sul	43	RS	IBARAMA	1 - Até 5000	4518
4309803	Sul	43	RS	IBIACA	1 - Até 5000	4848
4309902	Sul	43	RS	IBIRAIARAS	2 - 5001 até 10000	7441
4309951	Sul	43	RS	IBIRAPUITA	1 - Até 5000	4162
4310009	Sul	43	RS	IBIRUBA	4 - 20001 até 50000	20242
4310108	Sul	43	RS	IGREJINHA	4 - 20001 até 50000	34341
4310207	Sul	43	RS	IJUI	5 - 50001 até 100000	82833
4310306	Sul	43	RS	ILOPOLIS	1 - Até 5000	4208
4310330	Sul	43	RS	IMBE	3 - 10001 até 20000	19993
4310363	Sul	43	RS	IMIGRANTE	1 - Até 5000	3146
4310405	Sul	43	RS	INDEPENDENCIA	2 - 5001 até 10000	6653
4310413	Sul	43	RS	INHACORA	1 - Até 5000	2318
4310439	Sul	43	RS	IPE	2 - 5001 até 10000	6412
4310462	Sul	43	RS	IPIRANGA DO SUL	1 - Até 5000	1982
4310504	Sul	43	RS	IRAI	2 - 5001 até 10000	8020
4310538	Sul	43	RS	ITAARA	2 - 5001 até 10000	5329
4310553	Sul	43	RS	ITACURUBI	1 - Até 5000	3551
4310579	Sul	43	RS	ITAPUCA	1 - Até 5000	2325
4310603	Sul	43	RS	ITAQUI	4 - 20001 até 50000	39088
4310652	Sul	43	RS	ITATI	1 - Até 5000	2602
4310702	Sul	43	RS	ITATIBA DO SUL	1 - Até 5000	3995
4310751	Sul	43	RS	IVORA	1 - Até 5000	2133
4310801	Sul	43	RS	IVOTI	4 - 20001 até 50000	22012
4310850	Sul	43	RS	JABOTICABA	1 - Até 5000	4117
4310876	Sul	43	RS	JACUIZINHO	1 - Até 5000	2645
4310900	Sul	43	RS	JACUTINGA	1 - Até 5000	3713
4311007	Sul	43	RS	JAGUARAO	4 - 20001 até 50000	28310
4311106	Sul	43	RS	JAGUARI	3 - 10001 até 20000	11590
4311122	Sul	43	RS	JAQUIRANA	1 - Até 5000	4138
4311130	Sul	43	RS	JARI	1 - Até 5000	3655
4311155	Sul	43	RS	JOIA	2 - 5001 até 10000	8656
4311205	Sul	43	RS	JULIO DE CASTILHOS	4 - 20001 até 50000	20052
4311239	Sul	43	RS	LAGOA BONITA DO SUL	1 - Até 5000	2825
4311254	Sul	43	RS	LAGOAO	2 - 5001 até 10000	6492
4311270	Sul	43	RS	LAGOA DOS TRES CANTOS	1 - Até 5000	1649
4311304	Sul	43	RS	LAGOA VERMELHA	4 - 20001 até 50000	28431
4311403	Sul	43	RS	LAJEADO	5 - 50001 até 100000	78486
4311429	Sul	43	RS	LAJEADO DO BUGRE	1 - Até 5000	2588
4311502	Sul	43	RS	LAVRAS DO SUL	2 - 5001 até 10000	7833
4311601	Sul	43	RS	LIBERATO SALZANO	2 - 5001 até 10000	5752
4311627	Sul	43	RS	LINDOLFO COLLOR	2 - 5001 até 10000	5671
4311643	Sul	43	RS	LINHA NOVA	1 - Até 5000	1703
4311700	Sul	43	RS	MACHADINHO	2 - 5001 até 10000	5649
4311718	Sul	43	RS	MACAMBARA	1 - Até 5000	4824
4311734	Sul	43	RS	MAMPITUBA	1 - Até 5000	3083
4311759	Sul	43	RS	MANOEL VIANA	2 - 5001 até 10000	7359
4311775	Sul	43	RS	MAQUINE	2 - 5001 até 10000	7040
4311791	Sul	43	RS	MARATA	1 - Até 5000	2659
4311809	Sul	43	RS	MARAU	4 - 20001 até 50000	40174
4311908	Sul	43	RS	MARCELINO RAMOS	2 - 5001 até 10000	5027
4311981	Sul	43	RS	MARIANA PIMENTEL	1 - Até 5000	3920
