A1	Codigouf	Codigomunicipio	Nome	A118	A119	A120	A121	A122	A123	A124	A125	A126	A127	A128	A129	A130	A131	A132	A133	A134	A135	A136	A137	A138	A139
2313005	23	13005	SOLONOPOLE	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Sim
2313104	23	13104	TABULEIRO DO NORTE	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2313203	23	13203	TAMBORIL	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2313252	23	13252	TARRAFAS	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim
2313302	23	13302	TAUA	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2313351	23	13351	TEJUCUOCA	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não
2313401	23	13401	TIANGUA	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2313500	23	13500	TRAIRI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2313559	23	13559	TURURU	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim
2313609	23	13609	UBAJARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2313708	23	13708	UMARI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2313757	23	13757	UMIRIM	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Não
2313807	23	13807	URUBURETAMA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim
2313906	23	13906	URUOCA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2313955	23	13955	VARJOTA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2314003	23	14003	VARZEA ALEGRE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
2314102	23	14102	VICOSA DO CEARA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim
2400109	24	109	ACARI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
2400208	24	208	ACU	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2400307	24	307	AFONSO BEZERRA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2400406	24	406	AGUA NOVA	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2400505	24	505	ALEXANDRIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2400604	24	604	ALMINO AFONSO	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2400703	24	703	ALTO DO RODRIGUES	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
2400802	24	802	ANGICOS	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2400901	24	901	ANTONIO MARTINS	Sim	Não	Sim	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2401008	24	1008	APODI	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
2401107	24	1107	AREIA BRANCA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim
2401206	24	1206	ARES	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2401305	24	1305	AUGUSTO SEVERO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2401404	24	1404	BAIA FORMOSA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não
2401453	24	1453	BARAUNA	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2401503	24	1503	BARCELONA	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
2401602	24	1602	BENTO FERNANDES	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim
2401651	24	1651	BODO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
2401701	24	1701	BOM JESUS	Não contratou	-	-	-	-	-	-	Não sabe informar	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Não
2401800	24	1800	BREJINHO	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2401859	24	1859	CAICARA DO NORTE	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2401909	24	1909	CAICARA DO RIO DO VENTO	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
2402006	24	2006	CAICO	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2402105	24	2105	CAMPO REDONDO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2402204	24	2204	CANGUARETAMA	Sim	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2402303	24	2303	CARAUBAS	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2402402	24	2402	CARNAUBA DOS DANTAS	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2402501	24	2501	CARNAUBAIS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2402600	24	2600	CEARA-MIRIM	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim
2402709	24	2709	CERRO CORA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
2402808	24	2808	CORONEL EZEQUIEL	Sim	Não	Sim	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Não
2402907	24	2907	CORONEL JOAO PESSOA	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2403004	24	3004	CRUZETA	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2403103	24	3103	CURRAIS NOVOS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2403202	24	3202	DOUTOR SEVERIANO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Não
2403251	24	3251	PARNAMIRIM	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2403301	24	3301	ENCANTO	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Sim
2403400	24	3400	EQUADOR	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2403509	24	3509	ESPIRITO SANTO	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2403608	24	3608	EXTREMOZ	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2403707	24	3707	FELIPE GUERRA	Sim	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim
2403756	24	3756	FERNANDO PEDROZA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não
2403806	24	3806	FLORANIA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2403905	24	3905	FRANCISCO DANTAS	Sim	Não	Sim	Sim	Não	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim
2404002	24	4002	FRUTUOSO GOMES	Sim	Não	Sim	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Sim	Não
2404101	24	4101	GALINHOS	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2404200	24	4200	GOIANINHA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não
2404309	24	4309	GOVERNADOR DIX-SEPT ROSADO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não
2404408	24	4408	GROSSOS	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim
2404507	24	4507	GUAMARE	Sim	Não	Não	Sim	Não	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-
2404606	24	4606	IELMO MARINHO	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2404705	24	4705	IPANGUACU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2404804	24	4804	IPUEIRA	Sim	Não	Não	Sim	Não	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2404853	24	4853	ITAJA	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Não
2404903	24	4903	ITAU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Não
2405009	24	5009	JACANA	Sim	Não	Não	Não	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Sim	Não
2405108	24	5108	JANDAIRA	Sim	Não	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Não
2405207	24	5207	JANDUIS	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2405306	24	5306	JANUARIO CICCO	Sim	Não	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
2405405	24	5405	JAPI	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
2405504	24	5504	JARDIM DE ANGICOS	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim
2405603	24	5603	JARDIM DE PIRANHAS	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2405702	24	5702	JARDIM DO SERIDO	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2405801	24	5801	JOAO CAMARA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2405900	24	5900	JOAO DIAS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2406007	24	6007	JOSE DA PENHA	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2406106	24	6106	JUCURUTU	Não contratou	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2406155	24	6155	JUNDIA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não
2406205	24	6205	LAGOA D'ANTA	Sim	Não	Não	Não	Não	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2406304	24	6304	LAGOA DE PEDRAS	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2406403	24	6403	LAGOA DE VELHOS	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2406502	24	6502	LAGOA NOVA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não
2406601	24	6601	LAGOA SALGADA	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim
2406700	24	6700	LAJES	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2406809	24	6809	LAJES PINTADAS	Sim	Sim	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2406908	24	6908	LUCRECIA	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2407005	24	7005	LUIS GOMES	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2407104	24	7104	MACAIBA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2407203	24	7203	MACAU	Sim	Sim	Não	Sim	Sim	Sim	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2407252	24	7252	MAJOR SALES	Sim	Não	Não	Não	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não
2407302	24	7302	MARCELINO VIEIRA	Sim	Não	Não	Sim	Não	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Não
2407401	24	7401	MARTINS	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Sim	Sim	Sim
2407500	24	7500	MAXARANGUAPE	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2407609	24	7609	MESSIAS TARGINO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim
2407708	24	7708	MONTANHAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2407807	24	7807	MONTE ALEGRE	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Sim	Sim	Sim
2407906	24	7906	MONTE DAS GAMELEIRAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não
2408003	24	8003	MOSSORO	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
2408102	24	8102	NATAL	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2408201	24	8201	NISIA FLORESTA	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
2408300	24	8300	NOVA CRUZ	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2408409	24	8409	OLHO-D'AGUA DO BORGES	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2408508	24	8508	OURO BRANCO	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Não
2408607	24	8607	PARANA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não
2408706	24	8706	PARAU	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
2408805	24	8805	PARAZINHO	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2408904	24	8904	PARELHAS	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
2408953	24	8953	RIO DO FOGO	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2409100	24	9100	PASSA E FICA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2409209	24	9209	PASSAGEM	Sim	Não	Sim	Não	Não	Não	Sim	Sim	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
2409308	24	9308	PATU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
2409332	24	9332	SANTA MARIA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Não	Sim	Sim	Não	Não	Não	Sim	Sim
2409407	24	9407	PAU DOS FERROS	Sim	Não	Não	Não	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Sim
2409506	24	9506	PEDRA GRANDE	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim
2409605	24	9605	PEDRA PRETA	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Não	Sim	Não
2409704	24	9704	PEDRO AVELINO	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Não	Sim	Sim
2409803	24	9803	PEDRO VELHO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Não	Sim	Sim
2409902	24	9902	PENDENCIAS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim	Sim
2410009	24	10009	PILOES	Sim	Não	Não	Sim	Sim	Não	Sim	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Não	Não	Sim	Sim	Sim
2410108	24	10108	POCO BRANCO	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
2410207	24	10207	PORTALEGRE	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Não	Não	Sim	Sim	Sim
2410256	24	10256	PORTO DO MANGUE	Não sabe informar	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2410306	24	10306	PRESIDENTE JUSCELINO	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2410405	24	10405	PUREZA	Não sabe informar	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-
2410504	24	10504	RAFAEL FERNANDES	Não contratou	-	-	-	-	-	-	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Sim	Não	Não	Sim	Sim
2410603	24	10603	RAFAEL GODEIRO	Sim	Não	Não	Sim	Sim	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Não	Sim	Não	Sim	Sim	Sim
2410702	24	10702	RIACHO DA CRUZ	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Não	Não	Não	Sim	Não	Não	Sim	Não	Sim	Não	Sim	Sim	Sim
2410801	24	10801	RIACHO DE SANTANA	Sim	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Não	Sim	Sim
2410900	24	10900	RIACHUELO	Sim	Não	Não	Não	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Não	Não	Não	Não	Sim	Sim
2411007	24	11007	RODOLFO FERNANDES	Sim	Sim	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Não	Sim	Sim	Sim
2411056	24	11056	TIBAU	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim	Não	Não	Sim	Sim	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
2411106	24	11106	RUY BARBOSA	Sim	Não	Sim	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Sim	Não	Sim	Sim	Sim
2411205	24	11205	SANTA CRUZ	Não contratou	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Não	Sim	Sim	Sim	Sim	Sim	Sim	Sim	Sim
2411403	24	11403	SANTANA DO MATOS	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Sim	Sim
2411429	24	11429	SANTANA DO SERIDO	Sim	Não	Não	Sim	Não	Não	Não	Nenhuma atividade	-	-	-	-	-	-	-	Sim	Sim	Sim	Não	Não	Sim	Sim
2411502	24	11502	SANTO ANTONIO	Sim	Não	Sim	Não	Sim	Não	Não	Sim	Não	Não	Não	Não	Não	Não	Sim	Sim	Não	Não	Sim	Sim	Sim	Não
2411601	24	11601	SAO BENTO DO NORTE	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Sim	Não	Não	Sim	Não	Não	Sim	Não	Não	Não	Sim	Sim	Não
2411700	24	11700	SAO BENTO DO TRAIRI	Sim	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Não	Sim	Sim	Não	Não	Não	Sim	Sim	Sim
